76	SPAR Szupermarket	47.4621	19.1153	1	109	Pest	1098	Budapest	9	Lobogó u. 14. (Napfény utca 10.)	+3620-823-7109	info@spar.hu	http://www.spar.hu	16	2015-03-20 10:20:41
77	SPAR Szupermarket	47.5063	19.038	1	110	Pest	1011	Budapest	1	Batthyány tér 5-6	+3620-823-7110	info@spar.hu	http://www.spar.hu	2	2015-04-29 10:54:54
78	City SPAR	47.4775	19.046	3	113	Pest	1114	Budapest	11	Bartók Béla út 51	+3620-823-7113	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57	113
79	City SPAR	47.5008	19.0688	3	114	Pest	1073	Budapest	7	Erzsébet körút 27	+3620-823-7114	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57	114
80	SPAR Szupermarket	47.4397	19.1863	1	115	Pest	1185	Budapest	18	Üllői út 525	+3620-823-7115	info@spar.hu	http://www.spar.hu	7	2015-03-20 10:21:38
81	SPAR Szupermarket	47.4634	19.0423	1	116	Pest	1119	Budapest	11	Fehérvári út 97-99	+3620-823-7116	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
82	SPAR Szupermarket	47.455	19.1516	1	117	Pest	1193	Budapest	19	Üllői út 248	+3620-823-7117	info@spar.hu	http://www.spar.hu	0	2015-03-20 10:23:02
83	SPAR Szupermarket	47.4072	19.0068	1	118	Pest	1225	Budapest	22	Rákóczi út 20/a	+3620-823-7118	info@spar.hu	http://www.spar.hu	13	2015-03-20 10:23:21
84	City SPAR	47.4952	19.0647	3	119	Pest	1088	Budapest	8	Rákóczi út 19	+3620-823-7119	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57	119
85	City SPAR	47.4918	19.0166	3	120	Pest	1126	Budapest	12	Böszörményi út 38/b	+3620-823-7120	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57	120
86	SPAR Szupermarket	47.5035	19.0651	1	121	Pest	1066	Budapest	6	Teréz körút 2	+3620-823-7121	info@spar.hu	http://www.spar.hu	0	2015-04-29 10:55:14
87	City SPAR	47.5016	19.0835	3	123	Pest	1076	Budapest	7	Thököly út 8	+3620-823-7123	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57	123
88	SPAR Szupermarket	47.5115	19.0523	1	124	Pest	1055	Budapest	5	Szent István körút 17	+3620-823-7124	info@spar.hu	http://www.spar.hu	0	2015-04-29 10:56:22
89	SPAR Szupermarket	47.5354	19.1334	1	126	Pest	1158	Budapest	15	Drégelyvár utca 57-63	+3620-823-7126	info@spar.hu	http://www.spar.hu	7	2015-03-19 13:11:57
90	SPAR Szupermarket	47.536	19.0678	1	128	Pest	1138	Budapest	13	Váci út 138/a	+3620-823-7128	info@spar.hu	http://www.spar.hu	30	2015-03-19 13:11:57
91	SPAR Szupermarket	47.48	19.0719	1	129	Pest	1095	Budapest	9	Mester utca 30-32	+3620-823-7129	info@spar.hu	http://www.spar.hu	10	2015-03-19 13:11:57
92	SPAR Szupermarket	47.6154	18.8989	1	130	Pest	2085	Pilisvörösvár	0	Fő utca 157	+3620-823-7130	info@spar.hu	http://www.spar.hu	35	2015-03-19 13:11:57
93	SPAR Szupermarket	47.3866	18.925	1	131	Pest	2030	Érd	0	Diósdi utca 46	+3620-823-7131	info@spar.hu	http://www.spar.hu	39	2015-03-19 13:11:57
94	SPAR Szupermarket	47.4164	19.2078	1	132	Pest	1182	Budapest	18	Alacska út 3	+3620-823-7132	info@spar.hu	http://www.spar.hu	73	2015-03-20 10:23:46
95	SPAR Szupermarket	47.5412	19.1518	1	134	Pest	1157	Budapest	15	Erdőkerülő utca 47	+3620-823-7134	info@spar.hu	http://www.spar.hu	110	2015-03-19 13:11:57
96	SPAR Szupermarket	47.4789	19.0677	1	135	Pest	1095	Budapest	9	Soroksári út 1	+3620-823-7135	info@spar.hu	http://www.spar.hu	80	2015-03-19 13:11:57
97	SPAR Szupermarket	47.5549	19.0953	1	136	Pest	1045	Budapest	4	Nap utca 16	+3620-823-7136	info@spar.hu	http://www.spar.hu	70	2015-03-19 13:11:57
98	SPAR Szupermarket	47.5935	19.1191	1	137	Pest	1048	Budapest	4	Megyeri út 236	+3620-823-7137	info@spar.hu	http://www.spar.hu	76	2015-03-19 13:11:57
99	SPAR Szupermarket	47.5194	19.1262	1	140	Pest	1146	Budapest	14	Egressy út 178/c	+3620-823-7140	info@spar.hu	http://www.spar.hu	18	2015-03-20 10:24:02
100	SPAR Szupermarket	47.3304	19.0042	1	146	Pest	2315	Szigethalom	0	Mű út hrsz. 2340	+3620-823-7146	info@spar.hu	http://www.spar.hu	36	2015-03-20 10:25:00	146
101	SPAR Szupermarket	47.4978	19.2712	1	148	Pest	1172	Budapest	17	Jászapáti u. 71-75. (Naplás utca 62-68.)	+3620-823-7538	info@spar.hu	http://www.spar.hu	45	2015-03-20 10:26:59
102	SPAR Szupermarket	47.4483	19.3617	1	149	Pest	2234	Maglód	0	Damjanich utca 29	+3620-823-7149	info@spar.hu	http://www.spar.hu	50	2015-03-19 13:11:57
103	SPAR Szupermarket	47.6323	19.1549	1	152	Pest	2120	Dunakeszi	0	Toldi utca 1	+3620-823-7286	info@spar.hu	http://www.spar.hu	43	2015-03-19 13:11:57
104	SPAR Szupermarket	47.3209	18.9016	1	159	Pest	2440	Százhalombatta	0	Vörösmarty Mihály utca 2/a	+3620-823-7491	info@spar.hu	http://www.spar.hu	122	2015-03-20 10:27:19
105	SPAR Szupermarket	47.3667	18.9928	1	162	Pest	2314	Halásztelek	0	II. Rákóczi Ferenc utca 94-96	+3620-823-7288	info@spar.hu	http://www.spar.hu	70	2015-09-04 10:40:26
106	SPAR Szupermarket	47.4908	19.0239	1	170	Pest	1123	Budapest	12	Alkotás utca 53	+3620-823-7821	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
107	SPAR Szupermarket	47.5975	18.9274	1	175	Pest	2083	Solymár	0	Terstyánszky Ödön utca 102	+3620-823-7175	info@spar.hu	http://www.spar.hu	107	2015-03-19 13:11:57	175
108	SPAR Szupermarket	47.5869	19.3721	1	180	Pest	2100	Gödöllő	0	Köztársaság út 85	+3620-823-7490	info@spar.hu	http://www.spar.hu	220	2015-03-19 13:11:57
109	SPAR Szupermarket	47.2929	19.3741	1	181	Pest	2364	Ócsa	0	Szabadság tér 1	+3620-823-7289	info@spar.hu	http://www.spar.hu	84	2015-03-19 13:11:57
110	SPAR Szupermarket	47.6457	19.0206	1	185	Pest	2013	Pomáz	0	Huszár utca 25	+3620-823-8062	info@spar.hu	http://www.spar.hu	123	2015-03-19 13:11:57
111	SPAR Szupermarket	47.101	17.913	1	201	Veszprém	8200	Veszprém	0	Jutasi út 18	+3620-823-7201	info@spar.hu	http://www.spar.hu	120	2015-03-19 13:11:57
112	SPAR Szupermarket	46.8854	17.4488	1	202	Veszprém	8300	Tapolca	0	Juhász Gyula út -	+3620-823-7202	info@spar.hu	http://www.spar.hu	60	2015-04-30 10:01:17
113	SPAR Szupermarket	47.0095	16.6032	1	204	Vas	9900	Körmend	0	Bástya utca 5	+3620-823-7204	info@spar.hu	http://www.spar.hu	49	2015-06-01 17:55:32
114	SPAR Szupermarket	47.2302	16.6191	1	206	Vas	9700	Szombathely	0	Hefele Menyhért utca 3-5.	+3620-823-7206	info@spar.hu	http://www.spar.hu	4	2015-03-20 10:28:50
115	SPAR Szupermarket	46.7598	17.2385	1	207	Zala	8360	Keszthely	0	Bercsényi Miklós utca 65/a	+3620-823-7207	info@spar.hu	http://www.spar.hu	68	2015-03-20 10:29:08
116	SPAR Szupermarket	47.2541	17.1535	1	208	Vas	9500	Celldömölk	0	Sági utca 22.	+3620-823-7208	info@spar.hu	http://www.spar.hu	40	2015-03-20 10:29:33
117	SPAR Szupermarket	47.094	17.9109	1	209	Veszprém	8200	Veszprém	0	Cserhát lakótelep 6	+3620-823-7209	info@spar.hu	http://www.spar.hu	1	2015-03-19 13:11:57
118	SPAR Szupermarket	47.0911	17.925	1	210	Veszprém	8200	Veszprém	0	Cholnoky Jenő utca hrsz. 4273/66.	+3620-823-7210	info@spar.hu	http://www.spar.hu	25	2015-03-20 10:30:06
119	SPAR Szupermarket	47.2543	16.9295	1	213	Vas	9600	Sárvár	0	Laktanya utca 32-44.	+3620-823-7213	info@spar.hu	http://www.spar.hu	84	2015-03-20 10:30:28
120	SPAR Szupermarket	47.2322	16.627	1	214	Vas	9700	Szombathely	0	Szent Márton utca 21	+3620-823-7214	info@spar.hu	http://www.spar.hu	44	2015-03-19 13:11:57
121	SPAR Szupermarket	47.1082	17.5509	1	216	Veszprémm	8400	Ajka	0	Ifjúság utca 9	+3620-823-8070	info@spar.hu	http://www.spar.hu	104	2015-03-19 13:11:57
122	SPAR Szupermarket	47.1846	18.4076	1	221	Fejér	8000	Székesfehérvár	0	Balatoni út 5531/47 (Bakony u. 1.)	+3620-823-7221	info@spar.hu	http://www.spar.hu	59	2015-03-20 10:31:21
123	SPAR Szupermarket	47.1865	18.4043	1	222	Fejér	8000	Székesfehérvár/Palotaváros	0	Selyem utca 41	+3620-823-7222	info@spar.hu	http://www.spar.hu	18	2015-03-20 10:31:39
124	SPAR Szupermarket	47.4915	18.6355	1	223	Fejér	2060	Bicske	0	Kossuth tér -	+3620-823-7223	info@spar.hu	http://www.spar.hu	40	2015-03-19 13:11:57
125	SPAR Szupermarket	46.806	18.9243	1	225	Tolna	7020	Dunaföldvár	0	Béke tér 7	+3620-823-7225	info@spar.hu	http://www.spar.hu	36	2015-03-19 13:11:57
126	SPAR Szupermarket	47.2092	18.6325	1	226	Fejér	2483	Gárdony	0	Szabadság utca 2392/1	+3620-823-7226	info@spar.hu	http://www.spar.hu	65	2015-06-02 16:00:27
127	SPAR Szupermarket	46.962	17.8788	1	228	Veszprém	8230	Balatonfüred	0	Arácsi út 15	+3620-823-7228	info@spar.hu	http://www.spar.hu	94	2015-06-15 11:08:42
128	SPAR Szupermarket	46.9605	18.9446	1	230	Fejér	2400	Dunaújváros	0	Vasmű út 4/a	+3620-823-7230	info@spar.hu	http://www.spar.hu	16	2015-03-19 13:11:57
129	SPAR Szupermarket	46.9626	18.9341	1	260	Fejér	2400	Dunaújváros	0	Dózsa György utca 56	+3620-823-7915	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
131	SPAR Szupermarket	47.2134	18.6406	1	262	Fejér	2483	Gárdony	0	Balatoni út 70/10	+3620-823-7932	info@spar.hu	http://www.spar.hu	90	2015-03-19 13:11:57
133	SPAR Szupermarket	47.1931	18.4261	1	264	Fejér	8000	Székesfehérvár	0	Vizivárosi lakótelep -	+3620-823-7934	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
134	SPAR Szupermarket	47.1949	18.4007	1	265	Fejér	8000	Székesfehérvár	0	Palotai út út 58	+3620-823-7935	info@spar.hu	http://www.spar.hu	80	2015-03-19 13:11:57
135	SPAR Szupermarket	47.205	18.4431	1	267	Fejér	8000	Székesfehérvár	0	Pozsonyi út 10	+3620-823-7916	info@spar.hu	http://www.spar.hu	92	2015-03-19 13:11:57
138	SPAR Szupermarket	47.2387	16.6056	1	272	Vas	9700	Szombathely	0	Szűrcsapó utca 23	+3620-823-7922	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
139	SPAR Szupermarket	47.2414	16.6233	1	273	Vas	9700	Szombathely	0	11-es Huszár út 39-45	+3620-823-7923	info@spar.hu	http://www.spar.hu	88	2015-03-19 13:11:57
140	SPAR Szupermarket	47.383	16.549	1	274	Vas	9730	Kőszeg	0	Rákóczi Ferenc utca 80-82	+3620-823-7924	info@spar.hu	http://www.spar.hu	56	2015-03-19 13:11:57
141	SPAR Szupermarket	47.0571	16.8076	1	275	Vas	9800	Vasvár	0	Alkotmány utca 95	+3620-823-7925	info@spar.hu	http://www.spar.hu	70	2015-03-19 13:11:57
142	SPAR Szupermarket	47.0111	16.6056	1	276	Vas	9900	Körmend	0	Rákóczi út 2/c	+3620-823-7006	info@spar.hu	http://www.spar.hu	110	2015-03-20 10:31:53
143	SPAR Szupermarket	46.955	16.2702	1	277	Vas	9970	Szentgotthárd	0	Hunyadi út 21	+3620-823-7007	info@spar.hu	http://www.spar.hu	0	2015-06-01 17:56:37
144	SPAR Szupermarket	47.1986	18.1413	1	278	Veszprém	8100	Várpalota	0	Kossuth utca 7	+3620-823-7008	info@spar.hu	http://www.spar.hu	20	2015-06-01 17:57:13
145	SPAR Szupermarket	46.9462	17.8754	1	280	Veszprém	8230	Balatonfüred	0	Széchenyi út 47	+3620-823-7868	info@spar.hu	http://www.spar.hu	104	2015-10-15 16:06:55
146	SPAR Szupermarket	46.9803	17.2904	1	281	Veszprém	8330	Sümeg	0	84-es főút -	+3620-823-7869	info@spar.hu	http://www.spar.hu	110	2015-03-19 13:11:57
147	SPAR Szupermarket	47.1321	17.7505	1	282	Veszprém	8440	Herend	0	Vasút utca 1/c	+3620-823-7870	info@spar.hu	http://www.spar.hu	65	2015-03-19 13:11:57
148	SPAR Szupermarket	47.3316	17.4691	1	283	Veszprém	8500	Pápa	0	Szabadság utca 1/b	+3620-823-7871	info@spar.hu	http://www.spar.hu	48	2015-03-19 13:11:57
149	SPAR Szupermarket	47.6448	18.3155	1	306	Komárom-Esztergom	2890	Tata	0	Rákóczi utca 9	+3620-823-7306	info@spar.hu	http://www.spar.hu	0	2015-06-01 17:57:48
150	SPAR Szupermarket	47.5838	18.4011	1	307	Komárom-Esztergom	2800	Tatabánya	0	Béla király körtér 67	+3620-823-7307	info@spar.hu	http://www.spar.hu	1	2015-06-01 18:00:05
151	SPAR Szupermarket	47.5839	18.388	1	308	Komárom-Esztergom	2800	Tatabánya	0	Vadász út 28	+3620-823-7308	info@spar.hu	http://www.spar.hu	0	2015-03-20 10:32:09
152	SPAR Szupermarket	47.5765	18.4037	1	310	Komárom-Esztergom	2800	Tatabánya	0	Köztársaság útja 44	+3620-823-7310	info@spar.hu	http://www.spar.hu	6	2015-03-19 13:11:57
153	SPAR Szupermarket	47.7465	18.1098	1	311	Komárom-Esztergom	2900	Komárom	0	Klapka György utca 69	+3620-823-7611	info@spar.hu	http://www.spar.hu	75	2015-03-19 13:11:57
154	SPAR Szupermarket	47.4848	18.3107	1	314	Komárom-Esztergom	2840	Oroszlány	0	Táncsics Mihály utca 1/a	+3620-823-7314	info@spar.hu	http://www.spar.hu	95	2015-03-19 13:11:57
